sid	"sid_profile"	"post_id"	"profile_id"	"location_id"	"cts"	"post_type"	"description"	"numbr_likes"	"number_comments"
28371250	-1	"BxkphPrnq-M"	42187421	556799621322049	2019-05-17 19:50:01.000	1	"WOW! #sempurnaseadanya #astrorayascreening2019 terserempak dgn Raja Pop Dato Hj Jamal Abdillah! Saya pernah bekerjasama dgn beliau dari tahun 1986 di @warnermusicmy ... album demi album dihasilkan
28371251	-1	"BxkWpdpA7aP"	1610942321	556799621322049	2019-05-17 17:05:07.000	1	"Black coffee makes me happy ☺"	94	2
28371261	4368355	"BiXpR20AwOb"	9713615	235126381	2018-05-04 22:46:53.000	1	"I think I look pretty calm for someone about to bungy jump off a bridge!"	652	22
28371265	4471259	"0Egmj2guO5"	176675183	235126381	2015-03-11 03:21:22.000	1	"Conquered out fears today by walking the green mile #AucklandBridgeBungy 😜😜😜 well done team"	128	0
28371252	-1	"BxkP1VQJzcP"	54787469	556799621322049	2019-05-17 16:05:34.000	1	"#SempurnaSeadanya bersama @noradanish @lisasurihani @yusryabdhalim @fauziahlatiff @azlinr"	189	9
28371253	-1	"Bxhv3oVA82c"	9208423	556799621322049	2019-05-16 16:47:47.000	1	"难得的高茶🍰☕ #hightea \n#majestichotel\n#下午茶\n#久久一次"	65	3
28371254	-1	"BxYSzAVhEzg"	305906318	556799621322049	2019-05-13 00:40:35.000	1		0	0
28371255	-1	"Bw9wq4khS5p"	8084931	556799621322049	2019-05-02 17:22:07.000	1	"It's always a laugh when @ronald.t is in the house!\n.\nIf anyone needs a stylist my friend RonRon has you covered!\n.\n📸 @hangdhamin\n👗 @tamaraclaire\n.\n#hightea #themajestichotelkl #colonialhouse #highteakl #ronaldt #stailmy #laughter #mytribe #tamarakeanecostume"	593	16
28371256	-1	"Bw7OuqKHRTW"	228238080	556799621322049	2019-05-01 17:47:04.000	1	"There's no others love you more than yourself. 📷 credit: @carmenlovlife\n#modeloftheday #palatabledesserts #majestichotel #goodstartinmay"	118	6
28371257	-1	"Bw7M6JoAN7s"	143835547	556799621322049	2019-05-01 17:31:09.000	1	"但願人長久 千里不長肉 🥂"	240	18
28371258	-1	"Bw6Zio9g1Jy"	1830714152	556799621322049	2019-05-01 10:02:18.000	1	"Having hi-tea at Orchid Room in Majestic Hotel. Thank you @justwanyu for inviting us. 😘😘😘"	17	3
28371259	-1	"Bw4DSjqJJFq"	38166653	556799621322049	2019-04-30 12:09:23.000	1	"Tea :-) #hitea #majestic #majestickualalumpur #orchidroom #majestichotel #tea #scones"	26	1
28371262	3209826	"Bx4erhyn8Qw"	837630452	271876280	2019-05-25 12:40:07.000	1	"Мужики Путины. Кто хорошо трудится
26701286	-1	"BxwxFvxBfwS"	2442187	250722210	2019-05-22 12:49:39.000	2	"Out in the countryside this morning on the Bike & spotted this little fella. Not often you see a Mole during the day #mole #bike #hull"	20	3
26701287	-1	"BxwapgZBd4Z"	16614315	250722210	2019-05-22 09:30:58.000	1	"Little newborn sienna... isn't she just adorable #newborn  #babylove  #love  #toocute #hull  #ottringhamphotographer #photographerinhull #newbornphotographer #newbornphotography #hullweddingphotographer #childrensphotography #withernsea #eastridingphotographer"	44	0
26701318	-1	"BwYxus3HZd4"	16614315	250722210	2019-04-18 08:57:23.000	2	"It was so lovely to see @chloeclarkex_ yesterday for her mummy & me  and gorgeous little Lyndon for his 6 month little sitter shoot 
26323722	-1	"BrAPmfVF0jI"	8691997788	1178001505688915	2018-12-05 12:22:31.000	1	"Please help us spread the word✌️\nOur takeaway packing is NOT PLASTIC!!! From day one we have used @vegware . It’s been brought to our attention through word of mouth that some may be avoiding our establishment due to the thought that our takeaway packaging is plastic. We understand that this would be a concern to some people
26323728	-1	"BqHmxfOFDLX"	8691997788	1178001505688915	2018-11-13 12:33:55.000	2	"This is how we roll 🤙\n\nThis is our California roll
28372102	-1	"BvILqi8hk2q"	11701861909	164962624084180	2019-03-18 00:27:37.000	1	"Arroz de Carabineros 🦐"	6	0
28371334	-1	"Bu0ygVSnFQM"	8691997788	1178001505688915	2019-03-10 11:43:46.000	2	"We are open today 11am till 3pm ❄️🍛🍣🍱🥢🍚🍜😋#bluejsf #hebdenbridge #westyorkshire"	51	1
28371337	-1	"ByFFl4NnXG1"	8691997788	1178001505688915	2019-05-30 10:11:01.000	1	"We have URAMAKI back on the menu today 🤤\nRaw salmon
28371338	-1	"ByCtqaDHO6L"	8691997788	1178001505688915	2019-05-29 12:03:26.000	1	"Add some sriracha to really heat up your ramen 💥🤯🥵#bluejsf #hebdenbridge #japanesestreetfood #food #ramen #tofumisoramen #porktonkatsuramen #noodles🍜 #sriracha"	22	0
26323732	-1	"BxzJXHeHmJ4"	8691997788	1178001505688915	2019-05-23 10:57:37.000	1	"Todays special- URAMAKI rolled with rice on the outside. \nRaw salmon
28371628	-1	"ByDku1ZD5Cp"	2963818433	1907132572865299	2019-05-29 20:04:38.000	1	"#священныйполетцветов"	61	1
28371274	-1	"Bxz26T0o0Vo"	2200009586	271876280	2019-05-23 17:35:39.000	1	"#наконе#коннаяпрогулка🐎#напозитиве😜#отдыхнаприроде🌳"	310	7
28371278	-1	"Bx1SdMIIPeM"	1458775883	271876280	2019-05-24 06:55:35.000	1	"До садика накормила всех😂\nМоя💗"	223	1
28371272	-1	"Bx0cYFKHyqx"	579114989	271876280	2019-05-23 23:03:01.000	1	"Мои самые красивые куколки 💕😍❤️"	115	1
28371280	-1	"Bag6iMph5Nh"	788440440	271876280	2017-10-21 16:59:40.000	1		171	13
28371282	-1	"ByEoPM5HH3C"	1462822755	271876280	2019-05-30 05:54:31.000	1	"Ну
28371285	-1	"ByCfs_MnXUN"	7158519254	271876280	2019-05-29 10:01:27.000	1	"Что с моей тыквой? У одного саженца вместо единой точки роста появилось сразу три. Рядом - нормальный саженец с листом одного стебля. Что за явление? Подлежит выбраковке?\n\n#помощьсоветом #тыква #непонятностисрассадой"	52	7
28371287	-1	"ByA1nZ4HbOA"	639483042	271876280	2019-05-28 18:34:27.000	1	"Райдеры 80-го уровня))\n#эндуро #хард #кумыснаяполяна #др"	27	0
28371308	-1	"BjBruw0BhsZ"	173621620	235126381	2018-05-21 06:36:24.000	1	"Picture first before I throw myself out 😂😂😂 #adrenalinejunkie #bungeejumping #nz #newzealand #auckland #aucklandbungy #aucklandbridge #aucklandbridgebungy"	98	1
28371291	-1	"Bx_nFzLHENh"	6172327957	271876280	2019-05-28 07:08:17.000	1	"Фото-отчёт о нашем масштабном мероприятии
28371281	-1	"Bjo3TaVj1zh"	5881482340	235126381	2018-06-05 11:47:55.000	1	"#bungeejumping #auckland #newzealand #aucklandbridge #view #amazing #backpacking #travel #aroundtheworld #backpacker #travelblogger #travelphotography #wanderlust #wanderer  #travelphotography #exploretheworld #travelblog #explorer"	313	2
28371283	-1	"BjotRyZgscL"	215734271	235126381	2018-06-05 10:20:18.000	1	"AUCKLAND BRIDGE BUNGY💯🤙🏻\n#newzealand#northisland#auckland#aucklandbridgebungy#aucklandbridgeclimbandbungy#aucklandjump#aucklandharbourbridge#ajhackett#ajhackettbungynz#7thjump#ididitagain 🇳🇿"	95	2
28371286	-1	"Bjoa7pBn2Z8"	217698142	235126381	2018-06-05 07:41:40.000	2	"Pin drop bungy jump! Almost as scary as the handstand one I did awhile back😮😂👍🏼"	58	3
28371288	-1	"BjixkX3BE-O"	1100547762	235126381	2018-06-03 03:02:21.000	1	"*bungy emoji* #bungyjumpnz #ajhackettbungy #bungycrew"	91	1
28371289	-1	"BjhB3fOjJqB"	225870023	235126381	2018-06-02 10:46:17.000	1	"☄️ 131 feet"	89	6
28371270	-1	"BjgFURTjFEv"	266553021	235126381	2018-06-02 01:57:12.000	1	"Quickly checking items off my bucket list on this trip🇳🇿"	409	13
28371292	-1	"BjXlNpbHWXu"	50210133	235126381	2018-05-29 18:42:45.000	1	"skyline views from the top of the bay bridge #allthewayup #aucklandbaybridge #aucklandbungy #Auckland #newzealand #safetythird"	81	0
28371293	-1	"BjXka3EnQHA"	50210133	235126381	2018-05-29 18:35:49.000	1	"Live life like a shooting star #ibelieveicanfly #aucklandbaybridge #bungeejumping #aucklandbungy #newzealand"	101	10
28371296	-1	"BjS8y12HoIx"	480526622	235126381	2018-05-27 23:32:36.000	1	"Forever falling"	68	1
28371298	-1	"BjPyqrVHcdi"	2883270388	235126381	2018-05-26 18:06:23.000	1	"no yeah bungee jumping was so great i only burst into tears three times!!"	287	14
28371300	-1	"BjLrrmfBM9y"	51431227	235126381	2018-05-25 03:48:23.000	1	"🌉 🧗‍♂️ 🐛"	42	0
28371302	-1	"BjI_DUcBLzC"	5107724	235126381	2018-05-24 02:39:55.000	1	"BUNGYYYYYYYYYYYY!!!!!!"	51	6
28371304	-1	"BjFMflrFvst"	1675471628	235126381	2018-05-22 15:20:25.000	1	"pink haired girl doing a heckin’ good zoom"	52	1
28371306	-1	"BjE0h_AhvBQ"	229958220	235126381	2018-05-22 11:51:01.000	1	"Today’s bridge looks nice"	5	0
28371307	-1	"BjBsfUqhRqK"	173621620	235126381	2018-05-21 06:43:02.000	1	"Another bucket list ✔ \nTo do my first bungy in New Zealand.. 😎\n\n#adrenalinejunkie #bungeejumping #nz #newzealand #auckland #aucklandbungy #aucklandbridge #aucklandbridgebungy"	88	1
28371309	-1	"BjBreOChumV"	173621620	235126381	2018-05-21 06:34:09.000	1	"Embrace the fear and enjoy the ride 😍\n\n#adrenalinejunkie #bungeejumping #nz #newzealand #auckland #aucklandbungy #aucklandbridge #aucklandbridgebungy"	40	0
28371301	-1	"Bx6-NBmIwe8"	8408513136	271876280	2019-05-26 11:54:03.000	1	"“When you look up at the sky and see a cloud - think of me”"	43	4
28371269	-1	"Bx60lXioFry"	495483052	271876280	2019-05-26 10:30:00.000	1	"Моя поддержка\nМоя опора\nМоё всё❤️"	103	2
28371303	-1	"Bx5I-rIoUDq"	4200106084	271876280	2019-05-25 18:49:44.000	1	"Love my life ♥️👑"	37	0
28371305	-1	"Bx42aKml2lE"	9920154733	271876280	2019-05-25 16:07:28.000	1	"#веловыходной 🚲🚲#приятноесполезным"	60	2
28371310	-1	"Bx3rSRhobj_"	495483052	271876280	2019-05-25 05:11:01.000	1	"Леса предшествовали человеку
28371311	-1	"Bx2e0ailRs-"	11798092662	271876280	2019-05-24 18:02:51.000	1	"Неужели вы думали
28371313	-1	"Bx2JbQylTzK"	13812768587	271876280	2019-05-24 14:55:55.000	1	"Во исполнение постановления главного государственного санитарного врача по Саратовской области N 10 от 20 мая 2019 года ""Об усилении мероприятий по профилактике геморрагической лихорадки с почечным синдромом в Саратовской области"" администрацией Октябрьского района запланированы и выполнены следующие мероприятия:\n- в скверах и парках на территории района проведена дератизация и дезинсекция от комаров;\n- 50-и метровая территория прилегающая к лагерю ""Восход"" обработана против мышевидных грызунов;\n- с председателями дачных и садоводческих товариществ проведена разъяснительная работа о необходимости проведения профилактических мероприятий;\n- заключён договор на проведение профилактических мероприятий на приграничной с лесной зоной территории в границах Кумысной поляны. В ближайшие дни будет обработана лесная полоса в границах от 6-го Нагорного проезда до ул. Новоузенской. Аналогичные мероприятия проведены прочими районами города Саратова."	39	0
28371299	-1	"Bx7OMSBI9ds"	2306303213	271876280	2019-05-26 14:13:46.000	1	"Маша герой
28371294	-1	"Bx-fu9AojRR"	10583768337	271876280	2019-05-27 20:44:46.000	1		30	2
28371295	-1	"Bx9WcgqnMGg"	2014812856	271876280	2019-05-27 10:05:05.000	2	"Чудесный день ☀️🙃😊"	38	3
28371264	-1	"Bx7qIEsnk5_"	2098410833	271876280	2019-05-26 18:17:51.000	1	"Спасибо всем за этот день) 💎🙏\nМой братик) 💜"	118	3
28371312	3275755	"Bi_-C6DnElb"	271106890	235126381	2018-05-20 14:37:58.000	1	"another check off of my bucket list! ☑️\n•\n•\nbonus foto terakhir 🙃🙃🙃\nHappy Sunday guys!💖 #throwback"	307	15
28371315	-1	"Bi_bnlnHPDA"	324617607	235126381	2018-05-20 09:37:08.000	1	"#bungee"	110	1
28371316	-1	"Bi_GExQBe5r"	251346558	235126381	2018-05-20 06:28:53.000	1	"I believe I can fly 🐦✈️ #bungyjumping #aucklandlife #newzealand #leapoffaith #jump #fly #socool"	136	0
28371318	-1	"Bi9IiVPnKle"	15583927	235126381	2018-05-19 12:11:55.000	1	"Beaut morning to conquer the bridge ✅ #belatedmothersdaygift"	45	0
28371324	-1	"ByEDETMJ8hT"	1475911704	269994949	2019-05-30 00:29:43.000	1	"Cougar fest 🧡💙"	132	3
28371319	-1	"ByD6aGrpuYj"	1500412700	269994949	2019-05-29 23:14:03.000	1	"more pictures from today! thank you to everyone who came out and our student council for making today the best day it could be
28371339	-1	"ByBnOqKHH_F"	2851660514	269994949	2019-05-29 01:47:59.000	1	"Dance recital dress rehearsal week 3 in a row. Living the lighting life."	8	0
28371322	-1	"ByBlhEfpyIp"	4237070299	269994949	2019-05-29 01:33:01.000	1	"Imagine if i did my work like that kid in the back🤣🕶"	345	43
28371341	-1	"Bx8zYogpY56"	194909751	269994949	2019-05-27 04:58:00.000	1	"5x40M Post-Legs Day."	11	0
28371342	-1	"Bx8wXuXnlvV"	829505316	269994949	2019-05-27 04:31:40.000	1	"Meanwhile at recital... 💃🏻 #gracetolastalifetime #be9113 #homeofthebunheads #dancecompetition #beyou #moveslikejagger #dancemoms #blairmademedoit #figure8 #caughtoncamera #guensgonewild #spazzoid"	34	3
28371329	-1	"Bx6IZoSJJXM"	1343747639	269994949	2019-05-26 04:03:55.000	1	"campout⛺️"	187	10
28371327	-1	"Bx5zfBmJo60"	1021459157	269994949	2019-05-26 01:01:09.000	1	"If @twocutz didn’t bless our shirts
28371326	-1	"Bx5n7KMJyMR"	1773023166	269994949	2019-05-25 23:20:08.000	1	"💙🧡♡"	282	5
28371331	-1	"Bx5QvNCpxfk"	327243006	269994949	2019-05-25 19:57:31.000	1	"camp out for a cause 🧡💙🐾"	247	3
28371336	-1	"BxzuloBJbt0"	3970368415	269994949	2019-05-23 16:22:55.000	1	"great memories
28371314	-1	"Bx0jYA6hbM9"	11471176943	271876280	2019-05-24 00:04:11.000	1		4	0
28371317	-1	"Bx0Qw2ZHgUi"	6685295116	271876280	2019-05-23 21:21:33.000	1	"Новый маникюр для @rogova1988 🍭🍭🍭\n#всёстерильно #89173047019 #Педикюр #Маникюр #"	14	0
28371320	-1	"BQJJbAGjPic"	20300410	212975606176255	2017-02-05 21:14:03.000	1	"sometimes you get milk tea from a small Korean man so often you become friends and he gives you free donuts 🍩 #blessed"	187	4
28371321	-1	"BaclsFPH0EM"	9970101	212975606176255	2017-10-20 00:40:33.000	1	"croissant donut holes <3"	100	4
28371323	-1	"Bs8vQg9F9G9"	5831412072	212975606176255	2019-01-22 20:44:58.000	1	"I D🍩NUT KNOW HOW I’M NOT 5000 LBS. .\n.\n.\n.\n📍 @prince.donuts"	136	6
28371325	-1	"BmMEieOAa3U"	1028435	212975606176255	2018-08-07 20:59:46.000	1	"My doll-eyed Lamb is going to school in a couple of days
28371332	-1	"BazAO0-F_J_"	4810447	212975606176255	2017-10-28 17:35:47.000	1	"#hungerstatus 🤤 I’m right there with you @amandaluheats 💜 thanks for tagging #225magazine 🙌"	93	1
28371335	-1	"BU247hnjwBS"	580118700	212975606176255	2017-06-03 02:40:35.000	2	"Inspirit of national donut day. #nationdonutday"	65	7
28371340	-1	"BnUomWYhasi"	3999908405	212975606176255	2018-09-05 01:20:11.000	1	"Treating myself to some #bobatea with some of my besties @prince.donuts"	21	0
28371328	3026647	"Bm4BJgzHiAd"	5524417956	212975606176255	2018-08-24 22:36:44.000	1	"Thai tea😋"	147	2
28371343	-1	"Bmgxy0knQQP"	3229719809	212975606176255	2018-08-15 22:00:02.000	1	"Welcome back everyone!! Have eat a delicious donut 🍩 🤪🤤 #localbatonrouge  #lsu #princedonuts  #eats #delicious #geauxboba"	147	1
28371344	-1	"BlgpY1pgh0l"	2716310495	212975606176255	2018-07-22 00:15:11.000	1	"Got to try bubble tea...and the owner added a little sugar on top!"	20	1
16184608	2025519	"BlEXVFzHIsP"	220031651	212975606176255	2018-07-11 00:38:39.000	1	"No better way to cool off and satisfy your sweet tooth than donuts and boba tea! #princedonuts #geauxboba"	57	3
28371345	-1	"BkXp8rJHiAH"	3229719809	212975606176255	2018-06-23 15:55:31.000	1	"How much more delicious could it get... IT CANT Maple Bacon donuts and triangles (croissant donuts) #delicious #qualitytime #batonrouge #princedonuts #donuts #localbatonrouge #225eats #225likes 😫🤭😋🤯🤤🍩🥛"	128	6
28371330	-1	"Bje6HdNnXRP"	3229719809	212975606176255	2018-06-01 15:00:05.000	1	"They’re still hot and fresh come in for national donut day!!! Don’t miss all this delicious excitement and exclusive deals!! 🥛🍩🤤🙃"	112	3
28371346	-1	"BkNiAiNnRiD"	3229719809	212975606176255	2018-06-19 17:33:44.000	1	"DELICIOUS and made with love ❤️ come out and try some GEAUX BOBA drinks 🤔🤤🤗#boba #geauxboba #princedonuts #batonrouge  pictured here is a strawberry slush along side a mocha frappe’  #225eats  #225likes #qualitytime #delicious"	88	1
28371348	-1	"Bj-Q0pvnq18"	3229719809	212975606176255	2018-06-13 19:14:57.000	1	"Thai Milk Boba Tea #boba #milktea #delicious 🤤😋 Come on in and taste what you’ve been missing out on!! #princedonuts #geauxboba #qualitytime #delicious"	102	3
28371350	-1	"Bj-QcuiHlgU"	3229719809	212975606176255	2018-06-13 19:11:41.000	1	"Yummy and delicious 😋🤤 #princedonuts #geauxboba #batonrouge #boba #qualitytime #qaulityeats #225likes #225eats #donuts"	96	3
28371352	-1	"Bj7wbnigG9o"	5953245	212975606176255	2018-06-12 19:53:26.000	1	"My diet starts next week I swear.. #ad #startingover #january1st #bestbubbleteainBR #tarotea #pineapple #greenteadonut"	65	1
28371354	-1	"Bj5Qjh3AOMu"	286434651	212975606176255	2018-06-11 20:36:25.000	1	"Rainy day Boba Tea🖤"	34	1
28371384	-1	"Br-ug46g3pE"	3148789378	355489658328010	2018-12-29 18:45:33.000	1		7	0
28371356	-1	"Bj4-HCNHfNH"	3229719809	212975606176255	2018-06-11 17:55:14.000	1	"EVERYTHING’S GOOD! Come out and enjoy a delicious #bobatea  pictured here is a strawberry green tea with strawberry popping bobas @prince.donuts /  @geauxboba and some exceptionally tasteful donuts or kolaches #princedonuts #batonrouge #qualitytime #delicious #225likes #225eats #225batonrouge #delicious #everythingsgood"	98	1
28371357	-1	"BjvTld3HGgs"	3229719809	212975606176255	2018-06-07 23:50:29.000	1	"Yummmmy 🤗 Strawberry slushee with tapioca pearl and lychee jelly 🤭🤤 #princedonuts #delicious #qualitytime #225likes #225batonrouge #geauxboba #bobalife"	85	0
28371359	-1	"Bjff44kHOyb"	5831412072	212975606176255	2018-06-01 20:30:09.000	1	"Celebrated #NationalDonutDay with my friends over at @prince.donuts 🍩 .\n.\nThey are offering a FREE glazed donut with the purchase of a tea! 🍵 .\n.\n.\n#foodblog #foodblogger #neworleans #geauxlocal #batonrouge #goBR #idigBR #lsu #geauxtigers #princedonuts #donut #225magazine #225batonrouge #geauxdowntownbr"	176	5
28371373	3224757	"Bp0BmzjhTXw"	236730049	355489658328010	2018-11-05 21:57:57.000	1	"Shiniest face award goes to muaaaa"	1775	35
28371374	-1	"Bp7XZJ9AGOe"	275378314	355489658328010	2018-11-08 18:23:00.000	1	"wish I didn’t have such a FAT head"	153	4
28371367	-1	"Bpxlbw4AENr"	263420648	355489658328010	2018-11-04 23:13:18.000	1	"Festive vibes"	117	13
28371368	-1	"BpkYG-EF7ZY"	4408528	355489658328010	2018-10-30 20:06:44.000	1	"#Relightmyfire 🔥"	130	12
28371369	-1	"BpKl649nCEC"	609034318	355489658328010	2018-10-20 20:47:10.000	1	"Everyday is a battle but it’s easiest when I have my two boys by my side 💙"	323	14
28371370	-1	"Bpz2Bj4Aov3"	1409837956	355489658328010	2018-11-05 20:16:45.000	1	"💖"	228	16
28371371	-1	"BpurfBcAfsR"	293466129	355489658328010	2018-11-03 20:08:27.000	1	"Winter nights with the bestie 💕💕"	109	4
28371372	-1	"BpaGV1MHSj_"	25971417	355489658328010	2018-10-26 21:19:04.000	1	"Feeling merry x"	105	3
28371376	-1	"BsD6N3_gm6s"	331817223	355489658328010	2018-12-31 19:04:01.000	1	"Twinny twinny 😊\n#imwearingri"	63	5
28371377	-1	"BsBNxrIApAS"	2065835614	355489658328010	2018-12-30 17:57:12.000	1	"A week on and we still haven’t sobered up yet #workhardplayharder"	76	3
28371378	-1	"BsA09QIg6ke"	23403158	355489658328010	2018-12-30 14:20:20.000	1	"Fun morning ice skating!"	14	1
28371379	-1	"BsAr59FHfW7"	1308527331	355489658328010	2018-12-30 13:01:14.000	1	"Ice skating
28371382	-1	"Br-91URHu4S"	44078952	355489658328010	2018-12-29 20:59:25.000	1	"Lads 🤙🏼 @hutchy8 @steven_9o"	16	0
28371383	-1	"Br-zOBHAl9X"	335535732	355489658328010	2018-12-29 19:26:40.000	1	"❤️"	57	0
28371386	-1	"Br8HXUany5G"	292022386	355489658328010	2018-12-28 18:24:59.000	1	"Accidental day drinks with the daddyo can't believe he is gonna abandon me tomorrow and I'll have to be the adult again #issues #firepit #tipi #christmastime🎄"	11	0
28371387	-1	"Br7jfeGA-Wc"	249062893	355489658328010	2018-12-28 13:11:31.000	1	"So much love for this girl #bestfriend #sunderland #christmas #hugoboss"	49	4
28371388	-1	"Br5uBoogVh8"	30389601	355489658328010	2018-12-27 20:05:05.000	1	"Had the best night with this little bean at the weekend 😍👯‍♀️ a night to remember 😃❤️ Note to self
28371389	3301283	"Br3DgogAHTO"	5135791469	355489658328010	2018-12-26 19:15:06.000	1	"Post-match pints
28371390	-1	"Br2_s7RgOZ6"	319184158	355489658328010	2018-12-26 18:41:49.000	1	"Merry Boxing Day"	32	0
28371391	-1	"Br20f-1nuMz"	46632274	355489658328010	2018-12-26 17:03:56.000	1	"My girls 😍 #daughterandgoddaughter #beautifulgirls"	11	0
28371434	-1	"ByDs19eoAiT"	322540399	882553341869593	2019-05-29 21:15:31.000	1	"Нашу Жанну с днём рождения поздравляем🍸"	43	0
28371436	-1	"ByDD-iOnTzX"	293283166	882553341869593	2019-05-29 15:18:26.000	1	"👑Короли Апероли 👑 #bartending #flairbartender #flairing  #санктпетербург #bartenders #bartender #saintpetersburg #bar #barman #bartenderstyle"	62	5
28371394	-1	"BryZmVvBiB1"	295054253	355489658328010	2018-12-24 23:54:41.000	2	"Little festive day last week @sarg89 🎄🥂❤ #HadriansTipi #Sunderland #Tipi #Christmas #Photobooth @hadrianstipi"	9	0
28371395	-1	"BryPt0mAVLl"	581432691	355489658328010	2018-12-24 22:25:33.000	1	"Just an atmospheric pint or two"	43	4
17281305	-1	"Be_ObUXjvek"	954561998	406394539723393	2018-02-09 20:36:17.000	1	"I wanna be your bad bad girl 👩🏻‍✈️🔗🖤\n#яmad"	100	9
28371435	-1	"ByDsyIyHckd"	1024795407	882553341869593	2019-05-29 21:15:00.000	1	"В космосе #космос #вечерсреды #выходной #деньрождение"	25	1
28371431	-1	"Bx8Kq8VIdDj"	222565456	882553341869593	2019-05-26 23:02:14.000	1	"🍯\n26.04.2019 \n#madlabbar @madlab.bar"	112	2
28371437	-1	"Bx8KFoYIxHt"	222565456	882553341869593	2019-05-26 22:57:08.000	1	"💨\n26.04.2019\n#madlabbar @madlab.bar"	75	2
28371430	-1	"BxxcOsvIaV0"	4556173286	882553341869593	2019-05-22 19:04:01.000	1	"Высокий каблук
28371396	-1	"BryMsc2goUf"	278671759	355489658328010	2018-12-24 21:59:09.000	1	"Already this is the most Wonderful Christmas ever🎄❄️🎅🏻"	34	1
28371393	4176683	"Br2dX0ag-co"	3635208298	355489658328010	2018-12-26 13:42:21.000	2	"#isittooearly 🤭😳😉"	13	0
17281296	3454537	"BYBfeD4DOgm"	435816471	406394539723393	2017-08-20 19:03:56.000	1	"Мне вас нечем порадовать:)у меня все хорошо)😊✌🏻"	190	7
28371432	-1	"Bx5KGfCjl9J"	296226632	406394539723393	2019-05-25 18:59:32.000	1	"Танцы до упаду❤️"	127	3
28371433	-1	"Bx44L9kApI0"	202472548	406394539723393	2019-05-25 16:23:00.000	1	"Разбавляю большое количество меня
28371400	-1	"Bh1tQsoDPke"	12737394	274034984	2018-04-21 18:27:30.000	1	"Bridal shower di PAGI SORE 🙇🏼‍♀️ The unfancy yet absurd bridal shower😭 ter-engga-nyangka sumpah bridal shower di pagi sore!!!😂 ngakak tapi terharu.. emg bener deh ide2 gila cuma muncul dari kalian 😰 pantesan dari mobil udah dipakein penutup mata🤪 makasih udh buat anak daro happy
28371401	-1	"BsvaFR3BX2q"	244160792	274034984	2019-01-17 16:29:48.000	1	"Let me tell you something you already know. The world ain’t all sunshine and rainbows. It’s a very mean and nasty place and I don’t care how tough you are it will beat you to your knees and keep you there permanently if you let it. You
28371402	-1	"BlsUM-RF1Tw"	200129650	274034984	2018-07-26 13:00:57.000	1	"☝🏻manusia-manusia yang suka buka aib temennya sendiri dan kemudian menertawakannya beramai-ramai sampe rasanya lo nyesel bgt temenan sama mereka. tapi tetep aja temenan karena hampa kalo ga ada mereka💕🐙☝🏻"	106	25
28371403	-1	"BdrUCTglRmI"	392111299	274034984	2018-01-08 06:29:06.000	1	"Met MakSi dedek cantik na. Genit\n#edisikangenrumah #edisihomesick \n#nyenenginadikkecil"	117	7
28371405	-1	"BI1bg9ADpr5"	54679001	274034984	2016-08-08 06:47:35.000	1	"Sate Padang \n________\nPagi Sore \nJalan Cipete Raya \nJakarta \n________\nJalan rawamangun muka timur \nJakarta\n_______\nJalan Cempaka Putih Raya \n_______\nJalan Kalimalang\nJakarta \n_______\nWifi : no \nElectrical Soxkets : yes\nValet Parking : no\n_______\nCash and cards accepted"	556	8
28371406	-1	"ByFXQDCpxpi"	7911384991	274034984	2019-05-30 12:45:19.000	1	"Bukber silaturahmi Rt.01"	2	1
28371407	-1	"ByA9LthD6g6"	4326937127	274034984	2019-05-28 19:40:35.000	1		57	3
28371408	-1	"Bx5VqERDnvr"	308636542	274034984	2019-05-25 20:40:31.000	1	"Sahuuurrr...sahuuuuurrrr\n\n#pagisore #padang #kuliner #culinary #makanenak #enak #jktfood #jakartafood #jktfoodsociety #foodie #instafood #instalike #instadaily #jajan #jakartatoday #jakartafoodies #jakartaculinary #jakartakuliner #jakarta #instafoodporn #jktinstafood #f52grams #dailyfoodfeed #foodblogger #jktfoodporn #jktfoodbang #foodphotography"	41	4
28371409	-1	"Bx5EhV3lndU"	601375490	274034984	2019-05-25 18:10:46.000	1	"Maapkeun penampakan 📍Nasi Padang Pagi Sore - Cempaka Putih Jakarta Utara
28371410	-1	"Bx4vSHvpSi6"	7922013110	274034984	2019-05-25 15:05:12.000	1	"This Second Family😇👪🎉"	7	0
28371411	-1	"Bx2j3j8A8CE"	447399360	274034984	2019-05-24 18:46:58.000	1	"Edisi soleha bersama Bestie @usy_tann ❤"	37	0
28371413	-1	"BxxM86uADkg"	28954713	274034984	2019-05-22 16:50:31.000	1	"Sejak foto ini lah di cetuskan...”Alina tidak suka ondel ondel dari dekat” 🤪😫🤯"	38	6
28371414	-1	"Bxw3X8kBFzk"	3321941550	274034984	2019-05-22 13:45:14.000	2	"Izin tag  jak/ngel.. 📷  bye @trii_walker28 \n#persija #jakmania #jakmaniapurbalingga #jakmaniapurwokertoonecommando #jakangel #jakjomblo #jakmaniakemayoran #macankemayoran #orangepersija #suporterindonesia #suporterpersija"	7	0
28371415	-1	"BxvL7IdnuyE"	10001206596	274034984	2019-05-21 22:03:03.000	1	"Alhamdulillah...mkasih umis\nSaur yuuk...."	20	0
